"jhu_ID","date","update","cases","new_cases","deaths","new_deaths","recovered","new_recovered","country","last_update"
"China",2020-01-31,10,9783,9783,213,213,214,214,"Mainland China",NA
"Thailand",2020-01-31,10,19,19,0,0,8,8,"Thailand",NA
"Japan",2020-01-31,10,15,15,0,0,1,1,"Japan",NA
"Singapore",2020-01-31,10,13,13,0,0,0,0,"Singapore",NA
"HongKong",2020-01-31,10,12,12,0,0,0,0,"Hong Kong",NA
"RepublicofKorea",2020-01-31,10,11,11,0,0,0,0,"Republic of Korea",NA
"Taiwan",2020-01-31,10,10,10,0,0,0,0,"Taiwan",NA
"Australia",2020-01-31,10,9,9,0,0,2,2,"Australia",NA
"Malaysia",2020-01-31,10,8,8,0,0,0,0,"Malaysia",NA
"US",2020-01-31,10,8,8,0,0,0,0,"USA",NA
"Macao",2020-01-31,10,7,7,0,0,0,0,"Macao",NA
"France",2020-01-31,10,5,5,0,0,0,0,"France",NA
"Germany",2020-01-31,10,5,5,0,0,0,0,"Germany",NA
"Canada",2020-01-31,10,4,4,0,0,0,0,"Canada",NA
"UnitedArabEmirates",2020-01-31,10,4,4,0,0,0,0,"United Arab Emirates",NA
"Italy",2020-01-31,10,2,2,0,0,0,0,"Italy",NA
"Russia",2020-01-31,10,2,2,0,0,0,0,"Russia",NA
"UnitedKingdom",2020-01-31,10,2,2,0,0,0,0,"UK",NA
"Vietnam",2020-01-31,10,2,2,0,0,0,0,"Vietnam",NA
"Cambodia",2020-01-31,10,1,1,0,0,0,0,"Cambodia",NA
"Finland",2020-01-31,10,1,1,0,0,0,0,"Finland",NA
"India",2020-01-31,10,1,1,0,0,0,0,"India",NA
"Nepal",2020-01-31,10,1,1,0,0,0,0,"Nepal",NA
"Philippines",2020-01-31,10,1,1,0,0,0,0,"Philippines",NA
"SriLanka",2020-01-31,10,1,1,0,0,0,0,"Sri Lanka",NA
"China",2020-02-29,39,79251,69468,2835,2622,39279,39065,"Mainland China",NA
"RepublicofKorea",2020-02-29,39,3150,3139,16,16,27,27,"Republic of Korea",NA
"Italy",2020-02-29,39,1128,1126,29,29,46,47,"Italy",NA
"DiamondPrincess",2020-02-29,39,705,705,6,6,10,11,"Diamond Princess Cruise Ship",NA
"Iran",2020-02-29,39,593,593,43,43,123,123,"Iran (Islamic Republic of)",NA
"Japan",2020-02-29,39,245,230,6,6,32,31,"Japan",NA
"Singapore",2020-02-29,39,102,89,0,0,72,72,"Singapore",NA
"France",2020-02-29,39,100,95,2,2,12,12,"France",NA
"HongKong",2020-02-29,39,95,83,2,2,33,34,"Hong Kong",NA
"Germany",2020-02-29,39,79,74,0,0,16,16,"Germany",NA
"UnitedKingdom",2020-02-29,39,61,59,0,0,8,8,"UK",NA
"Kuwait",2020-02-29,39,45,45,0,0,0,0,"Kuwait",NA
"Spain",2020-02-29,39,45,45,0,0,2,2,"Spain",NA
"Thailand",2020-02-29,39,42,23,0,0,28,20,"Thailand",NA
"Bahrain",2020-02-29,39,41,41,0,0,0,0,"Bahrain",NA
"Taiwan",2020-02-29,39,39,29,1,1,9,9,"Taiwan",NA
"Malaysia",2020-02-29,39,29,21,0,0,22,22,"Malaysia",NA
"Australia",2020-02-29,39,25,16,0,0,11,9,"Australia",NA
"US",2020-02-29,39,25,17,1,1,7,7,"USA",NA
"Canada",2020-02-29,39,21,17,0,0,6,6,"Canada",NA
"UnitedArabEmirates",2020-02-29,39,21,17,0,0,5,5,"United Arab Emirates",NA
"Switzerland",2020-02-29,39,18,18,0,0,0,0,"Switzerland",NA
"Vietnam",2020-02-29,39,16,14,0,0,16,16,"Vietnam",NA
"Norway",2020-02-29,39,15,15,0,0,0,0,"Norway",NA
"Sweden",2020-02-29,39,14,14,0,0,0,0,"Sweden",NA
"Iraq",2020-02-29,39,13,13,0,0,0,0,"Iraq",NA
"Macao",2020-02-29,39,10,3,0,0,8,8,"Macao",NA
"Austria",2020-02-29,39,9,9,0,0,0,0,"Austria",NA
"Croatia",2020-02-29,39,6,6,0,0,0,0,"Croatia",NA
"Israel",2020-02-29,39,6,6,0,0,0,0,"Israel",NA
"Netherlands",2020-02-29,39,6,6,0,0,0,0,"Netherlands",NA
"Oman",2020-02-29,39,6,6,0,0,1,1,"Oman",NA
"Afghanistan",2020-02-29,39,5,5,0,0,0,0,"Afghanistan",NA
"Greece",2020-02-29,39,4,4,0,0,0,0,"Greece",NA
"Lebanon",2020-02-29,39,4,4,0,0,0,0,"Lebanon",NA
"Mexico",2020-02-29,39,4,4,0,0,0,0,"Mexico",NA
"Pakistan",2020-02-29,39,4,4,0,0,0,0,"Pakistan",NA
"Denmark",2020-02-29,39,3,3,0,0,0,0,"Denmark",NA
"Finland",2020-02-29,39,3,2,0,0,1,1,"Finland",NA
"India",2020-02-29,39,3,2,0,0,3,3,"India",NA
"Philippines",2020-02-29,39,3,2,1,1,1,1,"Philippines",NA
"Romania",2020-02-29,39,3,3,0,0,0,0,"Romania",NA
"Brazil",2020-02-29,39,2,2,0,0,0,0,"Brazil",NA
"Chile",2020-02-29,39,2,2,0,0,0,0,"Chile",NA
"Russia",2020-02-29,39,2,0,0,0,2,2,"Russia",NA
"Algeria",2020-02-29,39,1,1,0,0,0,0,"Algeria",NA
"Belarus",2020-02-29,39,1,1,0,0,0,0,"Belarus",NA
"Belgium",2020-02-29,39,1,1,0,0,1,1,"Belgium",NA
"Cambodia",2020-02-29,39,1,0,0,0,1,1,"Cambodia",NA
"Egypt",2020-02-29,39,1,1,0,0,1,1,"Egypt",NA
"Estonia",2020-02-29,39,1,1,0,0,0,0,"Estonia",NA
"Georgia",2020-02-29,39,1,1,0,0,0,0,"Georgia",NA
"Iceland",2020-02-29,39,1,1,0,0,0,0,"Iceland",NA
"Ireland",2020-02-29,39,1,1,0,0,0,0,"Ireland",NA
"Lithuania",2020-02-29,39,1,1,0,0,0,0,"Lithuania",NA
"Luxembourg",2020-02-29,39,1,1,0,0,0,0,"Luxembourg",NA
"Monaco",2020-02-29,39,1,1,0,0,0,0,"Monaco",NA
"Nepal",2020-02-29,39,1,0,0,0,1,1,"Nepal",NA
"NewZealand",2020-02-29,39,1,1,0,0,0,0,"New Zealand",NA
"Nigeria",2020-02-29,39,1,1,0,0,0,0,"Nigeria",NA
"NorthMacedonia",2020-02-29,39,1,1,0,0,0,0,"North Macedonia",NA
"Qatar",2020-02-29,39,1,1,0,0,0,0,"Qatar",NA
"SanMarino",2020-02-29,39,1,1,1,1,0,0,"San Marino",NA
"SriLanka",2020-02-29,39,1,0,0,0,1,1,"Sri Lanka",NA
"US",2020-03-31,70,192079,192054,5359,5358,7024,7017,"USA",NA
"Italy",2020-03-31,70,105792,104664,12428,12399,15729,15683,"Italy",NA
"Spain",2020-03-31,70,95923,95878,8464,8464,19259,19257,"Spain",NA
"China",2020-03-31,70,81524,2273,3305,470,76068,36789,"Mainland China",NA
"Germany",2020-03-31,70,71808,71729,775,775,16100,16084,"Germany",NA
"France",2020-03-31,70,52281,52181,3526,3524,9513,9501,"France",NA
"Iran",2020-03-31,70,44605,44012,2898,2855,14656,14533,"Iran (Islamic Republic of)",NA
"UnitedKingdom",2020-03-31,70,38815,38754,2457,2457,179,172,"UK",NA
"Switzerland",2020-03-31,70,16605,16587,485,485,1823,1823,"Switzerland",NA
"Turkey",2020-03-31,70,13531,13531,214,214,243,243,"Turkey",NA
"Belgium",2020-03-31,70,12775,12774,705,705,1696,1725,"Belgium",NA
"Netherlands",2020-03-31,70,12667,12661,1040,1040,3,3,"Netherlands",NA
"Austria",2020-03-31,70,10180,10171,128,128,1095,1100,"Austria",NA
"RepublicofKorea",2020-03-31,70,9786,6636,162,146,5408,5398,"Republic of Korea",NA
"Canada",2020-03-31,70,9246,9225,152,152,1592,1586,"Canada",NA
"Portugal",2020-03-31,70,7443,7443,160,160,43,43,"Portugal",NA
"Brazil",2020-03-31,70,5717,5715,201,201,127,127,"Brazil",NA
"Israel",2020-03-31,70,5717,5739,21,21,210,210,"Israel",NA
"Sweden",2020-03-31,70,4834,4820,385,385,0,0,"Sweden",NA
"Norway",2020-03-31,70,4641,4626,39,39,13,13,"Norway",NA
"Australia",2020-03-31,70,4559,4534,18,18,358,347,"Australia",NA
"Czechia",2020-03-31,70,3308,3308,31,31,45,45,"Czech Republic",NA
"Ireland",2020-03-31,70,3235,3234,71,71,5,5,"Ireland",NA
"Denmark",2020-03-31,70,3039,3036,90,90,77,77,"Denmark",NA
"Chile",2020-03-31,70,2844,2842,12,12,156,156,"Chile",NA
"Malaysia",2020-03-31,70,2766,2737,48,48,536,514,"Malaysia",NA
"Russia",2020-03-31,70,2337,2335,17,17,121,119,"Russia",NA
"Poland",2020-03-31,70,2311,2311,33,33,7,19,"Poland",NA
"Japan",2020-03-31,70,2255,2010,67,61,424,392,"Japan",NA
"Romania",2020-03-31,70,2245,2242,82,82,220,220,"Romania",NA
"Ecuador",2020-03-31,70,2240,2240,75,75,54,54,"Ecuador",NA
"Luxembourg",2020-03-31,70,2178,2177,23,23,80,80,"Luxembourg",NA
"Pakistan",2020-03-31,70,2118,2114,27,27,94,102,"Pakistan",NA
"Philippines",2020-03-31,70,2084,2081,88,89,49,48,"Philippines",NA
"Thailand",2020-03-31,70,1651,1609,10,10,342,315,"Thailand",NA
"SaudiArabia",2020-03-31,70,1563,1563,10,10,165,165,"Saudi Arabia",NA
"Indonesia",2020-03-31,70,1528,1528,136,136,81,81,"Indonesia",NA
"Finland",2020-03-31,70,1418,1415,17,17,10,9,"Finland",NA
"India",2020-03-31,70,1397,1394,35,36,123,120,"India",NA
"SouthAfrica",2020-03-31,70,1353,1353,5,5,31,31,"South Africa",NA
"Mexico",2020-03-31,70,1215,1211,29,29,35,35,"Mexico",NA
"Panama",2020-03-31,70,1181,1181,30,30,9,9,"Panama",NA
"Greece",2020-03-31,70,1156,1152,38,38,52,52,"Greece",NA
"Iceland",2020-03-31,70,1135,1134,2,8,198,206,"Iceland",NA
"DominicanRepublic",2020-03-31,70,1109,1109,51,51,5,5,"Dominican Republic",NA
"Peru",2020-03-31,70,1065,1065,138,138,394,394,"Peru",NA
"Argentina",2020-03-31,70,1054,1054,27,27,240,240,"Argentina",NA
"Singapore",2020-03-31,70,926,824,3,3,240,168,"Singapore",NA
"Colombia",2020-03-31,70,906,906,16,16,31,31,"Colombia",NA
"Serbia",2020-03-31,70,900,900,16,19,0,15,"Serbia",NA
"Croatia",2020-03-31,70,867,861,6,6,67,67,"Croatia",NA
"Slovenia",2020-03-31,70,802,802,15,15,10,10,"Slovenia",NA
"Qatar",2020-03-31,70,781,780,2,2,62,62,"Qatar",NA
"Estonia",2020-03-31,70,745,744,4,4,26,26,"Estonia",NA
"Algeria",2020-03-31,70,716,715,44,44,46,123,"Algeria",NA
"HongKong",2020-03-31,70,714,619,4,2,128,95,"Hong Kong",NA
"DiamondPrincess",2020-03-31,70,712,7,10,4,603,593,"Diamond Princess Cruise Ship",NA
"Egypt",2020-03-31,70,710,709,46,46,157,162,"Egypt",NA
"Iraq",2020-03-31,70,694,681,50,50,170,170,"Iraq",NA
"UnitedArabEmirates",2020-03-31,70,664,643,6,6,61,56,"United Arab Emirates",NA
"NewZealand",2020-03-31,70,647,646,1,1,74,74,"New Zealand",NA
"Ukraine",2020-03-31,70,645,645,17,17,10,10,"Ukraine",NA
"Morocco",2020-03-31,70,617,617,36,36,24,24,"Morocco",NA
"Bahrain",2020-03-31,70,567,526,4,4,295,295,"Bahrain",NA
"Armenia",2020-03-31,70,532,532,3,3,30,30,"Armenia",NA
"Hungary",2020-03-31,70,492,492,16,16,37,37,"Hungary",NA
"Lebanon",2020-03-31,70,470,466,12,12,37,37,"Lebanon",NA
"Lithuania",2020-03-31,70,468,467,4,4,0,1,"Lithuania",NA
"BosniaandHerzegovina",2020-03-31,70,420,420,13,13,17,17,"Bosnia and Herzegovina",NA
"Bulgaria",2020-03-31,70,399,399,8,8,17,17,"Bulgaria",NA
"Latvia",2020-03-31,70,398,398,0,0,1,1,"Latvia",NA
"Tunisia",2020-03-31,70,394,394,10,10,3,3,"Tunisia",NA
"Andorra",2020-03-31,70,376,376,12,12,10,11,"Andorra",NA
"Slovakia",2020-03-31,70,363,363,0,1,3,12,"Slovakia",NA
"Moldova",2020-03-31,70,353,353,4,4,18,18,"Moldova, Republic of",NA
"CostaRica",2020-03-31,70,347,347,2,2,4,4,"Costa Rica",NA
"Kazakhstan",2020-03-31,70,343,343,2,2,24,24,"Kazakhstan",NA
"Uruguay",2020-03-31,70,338,338,1,1,41,41,"Uruguay",NA
"NorthMacedonia",2020-03-31,70,329,328,9,9,12,12,"North Macedonia",NA
"Taiwan",2020-03-31,70,322,283,5,4,39,30,"Taiwan",NA
"Azerbaijan",2020-03-31,70,298,298,5,5,26,27,"Azerbaijan",NA
"Kuwait",2020-03-31,70,289,244,0,0,73,73,"Kuwait",NA
"Jordan",2020-03-31,70,274,274,5,5,30,30,"Jordan",NA
"BurkinaFaso",2020-03-31,70,261,261,14,14,32,32,"Burkina Faso",NA
"Albania",2020-03-31,70,243,243,15,15,52,52,"Albania",NA
"SanMarino",2020-03-31,70,236,235,26,25,13,13,"San Marino",NA
"Cyprus",2020-03-31,70,230,230,7,7,23,23,"Cyprus",NA
"Vietnam",2020-03-31,70,212,196,0,0,58,42,"Vietnam",NA
"Cameroon",2020-03-31,70,193,193,6,6,5,5,"Cameroon",NA
"Oman",2020-03-31,70,192,186,1,1,34,33,"Oman",NA
"Cuba",2020-03-31,70,186,186,6,6,8,8,"Cuba",NA
"CotedIvoire",2020-03-31,70,179,179,1,1,7,7,"Cote d'Ivoire",NA
"Senegal",2020-03-31,70,175,175,0,0,40,40,"Senegal",NA
"Uzbekistan",2020-03-31,70,172,172,2,2,7,7,"Uzbekistan",NA
"Malta",2020-03-31,70,169,169,0,0,2,2,"Malta",NA
"Afghanistan",2020-03-31,70,166,163,4,4,5,5,"Afghanistan",NA
"Ghana",2020-03-31,70,161,161,5,5,31,31,"Ghana",NA
"Belarus",2020-03-31,70,152,151,1,1,47,47,"Belarus",NA
"Mauritius",2020-03-31,70,143,143,5,5,0,0,"Mauritius",NA
"SriLanka",2020-03-31,70,143,142,2,2,17,19,"Sri Lanka",NA
"Honduras",2020-03-31,70,141,141,7,7,3,3,"Honduras",NA
"Nigeria",2020-03-31,70,135,134,2,2,8,8,"Nigeria",NA
"Venezuela",2020-03-31,70,135,135,3,3,39,39,"Venezuela",NA
"Brunei",2020-03-31,70,129,129,1,1,45,45,"Brunei",NA
"WestBankandGaza",2020-03-31,70,119,119,1,1,18,18,"West Bank and Gaza",NA
"Georgia",2020-03-31,70,110,109,0,0,21,21,"Georgia",NA
"Cambodia",2020-03-31,70,109,108,0,0,23,22,"Cambodia",NA
"Montenegro",2020-03-31,70,109,109,2,2,0,0,"Montenegro",NA
"Bolivia",2020-03-31,70,107,107,6,6,0,0,"Bolivia",NA
"Kyrgyzstan",2020-03-31,70,107,107,0,0,3,3,"Kyrgyzstan",NA
"Kosovo",2020-03-31,70,106,106,1,1,1,1,"Kosovo",NA
"DemocraticRepublicoftheCongo",2020-03-31,70,98,98,8,8,2,2,"Democratic Republic of the Congo",NA
"TrinidadandTobago",2020-03-31,70,87,87,3,3,1,2,"Trinidad and Tobago",NA
"Rwanda",2020-03-31,70,75,75,0,0,0,0,"Rwanda",NA
"Liechtenstein",2020-03-31,70,69,69,0,0,44,44,"Liechtenstein",NA
"Paraguay",2020-03-31,70,69,69,3,3,1,1,"Paraguay",NA
"Kenya",2020-03-31,70,59,59,1,1,1,1,"Kenya",NA
"Madagascar",2020-03-31,70,57,57,0,0,0,0,"Madagascar",NA
"Monaco",2020-03-31,70,52,51,1,1,2,2,"Monaco",NA
"Bangladesh",2020-03-31,70,51,51,5,5,25,25,"Bangladesh",NA
"Uganda",2020-03-31,70,44,44,0,0,0,0,"Uganda",NA
"Macao",2020-03-31,70,41,31,0,0,10,2,"Macao",NA
"Guatemala",2020-03-31,70,38,38,1,1,12,12,"Guatemala",NA
"Jamaica",2020-03-31,70,36,36,1,1,2,2,"Jamaica",NA
"Zambia",2020-03-31,70,35,35,0,0,0,0,"Zambia",NA
"Barbados",2020-03-31,70,34,34,0,0,0,0,"Barbados",NA
"Togo",2020-03-31,70,34,34,1,1,10,10,"Togo",NA
"ElSalvador",2020-03-31,70,32,32,1,1,0,0,"El Salvador",NA
"Djibouti",2020-03-31,70,30,30,0,0,0,0,"Djibouti",NA
"Mali",2020-03-31,70,28,28,2,2,0,0,"Mali",NA
"Niger",2020-03-31,70,27,27,3,3,0,0,"Niger",NA
"Ethiopia",2020-03-31,70,26,26,0,0,2,8,"Ethiopia",NA
"Guinea",2020-03-31,70,22,22,0,0,0,0,"Guinea",NA
"Congo",2020-03-31,70,19,19,0,0,0,0,"Republic of the Congo",NA
"Tanzania",2020-03-31,70,19,19,1,1,1,1,"Tanzania, United Republic of",NA
"Maldives",2020-03-31,70,18,18,0,0,13,13,"Maldives",NA
"Gabon",2020-03-31,70,16,16,1,1,0,0,"Gabon",NA
"Burma",2020-03-31,70,15,15,1,1,0,0,"Burma",NA
"Eritrea",2020-03-31,70,15,15,0,0,0,0,"Eritrea",NA
"Haiti",2020-03-31,70,15,15,0,0,1,1,"Haiti",NA
"Bahamas",2020-03-31,70,14,14,0,0,1,1,"The Bahamas",NA
"SaintLucia",2020-03-31,70,13,13,0,0,1,1,"Saint Lucia",NA
"Dominica",2020-03-31,70,12,12,0,0,0,0,"Dominica",NA
"EquatorialGuinea",2020-03-31,70,12,12,0,0,1,1,"Equatorial Guinea",NA
"Guyana",2020-03-31,70,12,27,2,2,0,0,"Guyana",NA
"Mongolia",2020-03-31,70,12,12,0,0,2,2,"Mongolia",NA
"Namibia",2020-03-31,70,11,11,0,0,2,2,"Namibia",NA
"Libya",2020-03-31,70,10,10,0,0,1,1,"Libya",NA
"Syria",2020-03-31,70,10,10,2,2,0,0,"Syria",NA
"Benin",2020-03-31,70,9,9,0,0,1,1,"Benin",NA
"Eswatini",2020-03-31,70,9,9,0,0,0,0,"Eswatini",NA
"Grenada",2020-03-31,70,9,9,0,0,0,0,"Grenada",NA
"Laos",2020-03-31,70,9,9,0,0,0,0,"Lao People's Democratic Republic",NA
"Suriname",2020-03-31,70,9,9,0,0,0,0,"Suriname",NA
"GuineaBissau",2020-03-31,70,8,8,0,0,0,0,"Guinea-Bissau",NA
"Mozambique",2020-03-31,70,8,8,0,0,0,0,"Mozambique",NA
"SaintKittsandNevis",2020-03-31,70,8,8,0,0,0,0,"Saint Kitts and Nevis",NA
"Seychelles",2020-03-31,70,8,11,0,0,0,0,"Seychelles",NA
"Zimbabwe",2020-03-31,70,8,8,1,1,0,0,"Zimbabwe",NA
"Angola",2020-03-31,70,7,7,2,2,1,1,"Angola",NA
"AntiguaandBarbuda",2020-03-31,70,7,7,0,0,0,0,"Antigua and Barbuda",NA
"Chad",2020-03-31,70,7,7,0,0,0,0,"Chad",NA
"Sudan",2020-03-31,70,7,7,2,2,1,1,"Sudan",NA
"CapeVerde",2020-03-31,70,6,6,1,1,0,0,"Cape Verde",NA
"HolySee",2020-03-31,70,6,6,0,0,0,0,"Holy See (Vatican City)",NA
"Mauritania",2020-03-31,70,6,6,1,1,2,2,"Mauritania",NA
"Fiji",2020-03-31,70,5,5,0,0,0,0,"Fiji",NA
"Nepal",2020-03-31,70,5,4,0,0,1,0,"Nepal",NA
"Nicaragua",2020-03-31,70,5,5,1,1,0,0,"Nicaragua",NA
"Somalia",2020-03-31,70,5,5,0,0,1,1,"Somalia",NA
"Bhutan",2020-03-31,70,4,4,0,0,0,0,"Bhutan",NA
"Botswana",2020-03-31,70,4,4,1,1,0,0,"Botswana",NA
"Gambia",2020-03-31,70,4,4,1,1,0,0,"The Gambia",NA
"Belize",2020-03-31,70,3,3,0,0,0,0,"Belize",NA
"CentralAfricanRepublic",2020-03-31,70,3,3,0,0,0,0,"Central African Republic",NA
"Liberia",2020-03-31,70,3,6,0,0,0,0,"Liberia",NA
"Burundi",2020-03-31,70,2,2,0,0,0,0,"Burundi",NA
"MSZaandam",2020-03-31,70,2,2,0,0,0,0,"MS Zaandam Cruise Ship",NA
"PapuaNewGuinea",2020-03-31,70,1,1,0,0,0,0,"Papua New Guinea",NA
"SaintVincentandtheGrenadines",2020-03-31,70,1,1,0,0,1,1,"Saint Vincent and the Grenadines",NA
"SierraLeone",2020-03-31,70,1,1,0,0,0,0,"Sierra Leone",NA
"TimorLeste",2020-03-31,70,1,1,0,0,0,0,"Timor-Leste",NA
"US",2020-04-30,100,1080974,888895,66154,60795,153947,146923,"USA",NA
"Spain",2020-04-30,100,213435,127546,24543,16079,112050,92791,"Spain",NA
"Italy",2020-04-30,100,205463,99671,27967,15539,75945,60216,"Italy",NA
"UnitedKingdom",2020-04-30,100,178771,139956,26754,24297,859,1002,"UK",NA
"France",2020-04-30,100,168861,140309,24349,20823,49476,39963,"France",NA
"Germany",2020-04-30,100,163009,91201,6623,5879,123500,107400,"Germany",NA
"Turkey",2020-04-30,100,120204,106673,3174,2960,48886,48643,"Turkey",NA
"Russia",2020-04-30,100,106498,104161,1073,1056,11619,11498,"Russia",NA
"Iran",2020-04-30,100,94640,50035,6028,3130,75103,60447,"Iran (Islamic Republic of)",NA
"Brazil",2020-04-30,100,87187,81470,6006,5805,35935,35808,"Brazil",NA
"China",2020-04-30,100,82874,1350,4633,1328,77642,2471,"Mainland China",NA
"Canada",2020-04-30,100,56716,47470,4179,4027,21424,20100,"Canada",NA
"Belgium",2020-04-30,100,48519,35744,7594,6889,11576,9880,"Belgium",NA
"Netherlands",2020-04-30,100,39512,26845,4811,3771,125,127,"Netherlands",NA
"Peru",2020-04-30,100,36976,35911,4782,4644,10405,10011,"Peru",NA
"India",2020-04-30,100,34863,33466,1154,1119,9068,8945,"India",NA
"Switzerland",2020-04-30,100,29586,12981,1665,1180,23400,21577,"Switzerland",NA
"Portugal",2020-04-30,100,25045,17602,989,829,1519,1476,"Portugal",NA
"Ecuador",2020-04-30,100,24934,22694,900,825,1558,1504,"Ecuador",NA
"SaudiArabia",2020-04-30,100,22753,21190,162,152,3163,2998,"Saudi Arabia",NA
"Sweden",2020-04-30,100,21601,16767,2586,2433,0,0,"Sweden",NA
"Ireland",2020-04-30,100,20612,17377,1232,1161,13386,13381,"Ireland",NA
"Mexico",2020-04-30,100,19224,18009,1859,1830,11423,11388,"Mexico",NA
"Pakistan",2020-04-30,100,18114,15996,417,390,4715,4621,"Pakistan",NA
"Chile",2020-04-30,100,17702,14858,227,215,8580,8424,"Chile",NA
"Singapore",2020-04-30,100,16169,15243,15,12,1244,1004,"Singapore",NA
"Israel",2020-04-30,100,15896,10179,225,204,8924,8714,"Israel",NA
"Austria",2020-04-30,100,15452,5272,584,456,12907,11812,"Austria",NA
"Japan",2020-04-30,100,14284,12029,481,414,2460,2036,"Japan",NA
"Belarus",2020-04-30,100,14027,13875,89,88,2386,2340,"Belarus",NA
"Qatar",2020-04-30,100,13409,12628,10,8,1372,1310,"Qatar",NA
"Poland",2020-04-30,100,12877,10566,644,611,3236,3229,"Poland",NA
"UnitedArabEmirates",2020-04-30,100,12481,11817,105,99,2429,2368,"United Arab Emirates",NA
"Romania",2020-04-30,100,12240,9995,717,635,4017,3797,"Romania",NA
"RepublicofKorea",2020-04-30,100,10774,988,248,86,9072,3664,"Republic of Korea",NA
"Ukraine",2020-04-30,100,10406,9761,261,244,1238,1228,"Ukraine",NA
"Indonesia",2020-04-30,100,10118,8590,792,656,1522,1441,"Indonesia",NA
"Denmark",2020-04-30,100,9356,6317,452,362,6741,6664,"Denmark",NA
"Serbia",2020-04-30,100,9009,8109,179,163,1343,1343,"Serbia",NA
"Philippines",2020-04-30,100,8488,6404,568,480,1043,994,"Philippines",NA
"Norway",2020-04-30,100,7738,3097,210,171,32,19,"Norway",NA
"Czechia",2020-04-30,100,7682,4374,236,205,3314,3269,"Czech Republic",NA
"Bangladesh",2020-04-30,100,7667,7616,168,163,160,135,"Bangladesh",NA
"DominicanRepublic",2020-04-30,100,6972,5863,301,250,1301,1296,"Dominican Republic",NA
"Australia",2020-04-30,100,6766,2207,93,75,5742,5384,"Australia",NA
"Panama",2020-04-30,100,6532,5351,188,158,576,567,"Panama",NA
"Colombia",2020-04-30,100,6507,5601,293,277,1439,1408,"Colombia",NA
"Malaysia",2020-04-30,100,6002,3236,103,55,4170,3634,"Malaysia",NA
"SouthAfrica",2020-04-30,100,5647,4294,103,98,2073,2042,"South Africa",NA
"Egypt",2020-04-30,100,5537,4827,392,346,1381,1224,"Egypt",NA
"Finland",2020-04-30,100,4995,3577,211,195,3000,2990,"Finland",NA
"Argentina",2020-04-30,100,4428,3374,218,191,1256,1016,"Argentina",NA
"Morocco",2020-04-30,100,4423,3806,170,134,984,960,"Morocco",NA
"Kuwait",2020-04-30,100,4024,3735,26,26,1539,1466,"Kuwait",NA
"Algeria",2020-04-30,100,4006,3290,450,406,1779,1733,"Algeria",NA
"Moldova",2020-04-30,100,3897,3544,116,112,1182,1164,"Moldova, Republic of",NA
"Luxembourg",2020-04-30,100,3784,1606,90,69,3213,3133,"Luxembourg",NA
"Kazakhstan",2020-04-30,100,3402,3059,25,23,866,842,"Kazakhstan",NA
"Bahrain",2020-04-30,100,3040,2473,8,4,1500,1205,"Bahrain",NA
"Thailand",2020-04-30,100,2954,1303,54,44,2687,2345,"Thailand",NA
"Hungary",2020-04-30,100,2775,2283,312,296,581,544,"Hungary",NA
"Greece",2020-04-30,100,2591,1435,140,102,1374,1322,"Greece",NA
"Oman",2020-04-30,100,2348,2156,11,10,495,461,"Oman",NA
"Iraq",2020-04-30,100,2085,1391,93,43,1375,1205,"Iraq",NA
"Croatia",2020-04-30,100,2076,1209,69,63,1348,1281,"Croatia",NA
"Ghana",2020-04-30,100,2074,1913,17,12,212,212,"Ghana",NA
"Armenia",2020-04-30,100,2066,1534,32,29,929,899,"Armenia",NA
"Uzbekistan",2020-04-30,100,2039,1867,9,7,1133,1126,"Uzbekistan",NA
"Nigeria",2020-04-30,100,1932,1797,58,56,319,311,"Nigeria",NA
"Cameroon",2020-04-30,100,1832,1639,61,55,934,930,"Cameroon",NA
"Afghanistan",2020-04-30,100,1827,1661,60,56,260,255,"Afghanistan",NA
"Azerbaijan",2020-04-30,100,1804,1506,24,19,1325,1299,"Azerbaijan",NA
"Iceland",2020-04-30,100,1797,662,10,8,1670,1472,"Iceland",NA
"BosniaandHerzegovina",2020-04-30,100,1757,1337,69,56,727,710,"Bosnia and Herzegovina",NA
"Estonia",2020-04-30,100,1689,944,52,48,249,227,"Estonia",NA
"Bulgaria",2020-04-30,100,1506,1107,66,58,266,249,"Bulgaria",NA
"Cuba",2020-04-30,100,1501,1315,61,55,681,673,"Cuba",NA
"Guinea",2020-04-30,100,1495,1473,7,7,329,329,"Guinea",NA
"NewZealand",2020-04-30,100,1479,833,19,18,1252,1178,"New Zealand",NA
"NorthMacedonia",2020-04-30,100,1465,1136,77,68,738,726,"North Macedonia",NA
"Slovenia",2020-04-30,100,1429,627,91,76,233,223,"Slovenia",NA
"Slovakia",2020-04-30,100,1396,1033,23,23,524,523,"Slovakia",NA
"Lithuania",2020-04-30,100,1375,907,32,28,577,577,"Lithuania",NA
"CotedIvoire",2020-04-30,100,1275,1096,14,13,574,567,"Cote d'Ivoire",NA
"Bolivia",2020-04-30,100,1167,1060,62,56,132,132,"Bolivia",NA
"Djibouti",2020-04-30,100,1089,1059,2,2,642,642,"Djibouti",NA
"HongKong",2020-04-30,100,1037,323,4,0,846,718,"Hong Kong",NA
"Tunisia",2020-04-30,100,994,600,41,31,305,302,"Tunisia",NA
"Senegal",2020-04-30,100,933,758,9,9,334,294,"Senegal",NA
